# Summary stats for batch processing of t-tests
# timestamp: 2022-04-20 15:37:57
# NBB
# ------------------------

"ID","file_name","p_val"
1,"ranFile001.csv",6.21865872008591e-07
2,"ranFile002.csv",2.75193529708054e-17
3,"ranFile003.csv",4.1010703659424e-12
4,"ranFile004.csv",3.31779101615578e-09
5,"ranFile005.csv",4.57828981763353e-08
6,"ranFile006.csv",1.73881892991185e-11
7,"ranFile007.csv",0.00518378031472905
8,"ranFile008.csv",5.66270034690036e-06
9,"ranFile009.csv",4.9542992751476e-10
10,"ranFile010.csv",7.22189086734302e-10
11,"ranFile011.csv",5.66112639876376e-09
12,"ranFile012.csv",3.81665121706781e-09
13,"ranFile013.csv",9.54948369261612e-10
14,"ranFile014.csv",4.10825281831526e-08
15,"ranFile015.csv",0.000119375697060604
16,"ranFile016.csv",9.00023766006983e-05
17,"ranFile017.csv",0.000113356296673074
18,"ranFile018.csv",0.0305869249372967
19,"ranFile019.csv",5.82168499772682e-15
20,"ranFile020.csv",8.58014607636383e-11
21,"ranFile021.csv",7.08403418986221e-11
22,"ranFile022.csv",3.13362763261403e-06
23,"ranFile023.csv",0.000206876568932801
24,"ranFile024.csv",4.44579612675416e-09
25,"ranFile025.csv",2.13557503165032e-13
26,"ranFile026.csv",1.8147179957983e-10
27,"ranFile027.csv",1.47135467690876e-13
28,"ranFile028.csv",0.000427315137404999
29,"ranFile029.csv",3.24353337144604e-08
30,"ranFile030.csv",1.06850834394064e-09
31,"ranFile031.csv",3.10968802195602e-10
32,"ranFile032.csv",4.36488269696647e-07
33,"ranFile033.csv",1.60206045159883e-08
34,"ranFile034.csv",0.0400589943884431
35,"ranFile035.csv",0.0020802269609992
36,"ranFile036.csv",3.46666734264158e-11
37,"ranFile037.csv",2.62724438682934e-05
38,"ranFile038.csv",7.47614376886464e-10
39,"ranFile039.csv",8.29203328303781e-10
40,"ranFile040.csv",2.20292150622132e-07
41,"ranFile041.csv",6.22125338664932e-10
42,"ranFile042.csv",7.39376995371109e-08
43,"ranFile043.csv",4.7283489445691e-11
44,"ranFile044.csv",2.61334007362578e-11
45,"ranFile045.csv",6.15341637976451e-09
46,"ranFile046.csv",7.09390696444736e-05
47,"ranFile047.csv",6.91245784702676e-10
48,"ranFile048.csv",3.34886631085356e-05
49,"ranFile049.csv",0.000751013702663733
50,"ranFile050.csv",3.01936572853625e-06
51,"ranFile051.csv",1.16565810211024e-12
52,"ranFile052.csv",7.63412200596236e-06
53,"ranFile053.csv",6.84702898151667e-07
54,"ranFile054.csv",3.52626893665029e-08
55,"ranFile055.csv",0.000253883071623557
56,"ranFile056.csv",0.000388100902016385
57,"ranFile057.csv",5.83335161347719e-14
58,"ranFile058.csv",0.018371105655189
59,"ranFile059.csv",8.89060358407675e-15
60,"ranFile060.csv",1.02765705646075e-12
61,"ranFile061.csv",1.9578251375405e-07
62,"ranFile062.csv",0.0169041472204376
63,"ranFile063.csv",8.06827904759454e-06
64,"ranFile064.csv",0.0163666268068959
65,"ranFile065.csv",1.71637167611189e-09
66,"ranFile066.csv",0.0025108015333344
67,"ranFile067.csv",3.93862920682641e-05
68,"ranFile068.csv",1.57677109567709e-06
69,"ranFile069.csv",9.20071623400678e-14
70,"ranFile070.csv",2.11064544888548e-05
71,"ranFile071.csv",1.40452375301451e-07
72,"ranFile072.csv",7.96879595956851e-08
73,"ranFile073.csv",2.40150263659277e-05
74,"ranFile074.csv",0.0196142093509763
75,"ranFile075.csv",1.01980043814818e-08
76,"ranFile076.csv",3.06112745129414e-14
77,"ranFile077.csv",3.39983921722413e-06
78,"ranFile078.csv",8.36653306352376e-13
79,"ranFile079.csv",3.21838057916176e-07
80,"ranFile080.csv",1.3443574903782e-05
81,"ranFile081.csv",0.0148260581764616
82,"ranFile082.csv",6.18218366639827e-12
83,"ranFile083.csv",1.34608539768432e-10
84,"ranFile084.csv",5.29026304428508e-08
85,"ranFile085.csv",8.93550063918004e-14
86,"ranFile086.csv",6.31456523206377e-13
87,"ranFile087.csv",5.00758419011595e-22
88,"ranFile088.csv",5.68939838773537e-05
89,"ranFile089.csv",8.16034047403973e-07
90,"ranFile090.csv",2.48659308801742e-10
91,"ranFile091.csv",2.30106270064614e-12
92,"ranFile092.csv",1.08315154359497e-08
93,"ranFile093.csv",2.12214724355712e-21
94,"ranFile094.csv",9.11029068616509e-05
95,"ranFile095.csv",0.0282081668617937
96,"ranFile096.csv",2.43682720650989e-10
97,"ranFile097.csv",1.38587126569266e-06
98,"ranFile098.csv",7.89958636180772e-11
99,"ranFile099.csv",1.36030389832979e-11
100,"ranFile100.csv",4.49331531112524e-06
