# Summary stats for batch processing of t-tests
# timestamp: 2022-04-20 15:20:11
# NBB
# ------------------------

"ID","file_name","p_val"
1,"ranFile001.csv",3.096199689474e-14
2,"ranFile002.csv",0.000249083694962018
3,"ranFile003.csv",8.14546435386067e-11
4,"ranFile004.csv",0.000155795102012494
5,"ranFile005.csv",1.20955655755681e-10
6,"ranFile006.csv",2.39527179853105e-06
7,"ranFile007.csv",2.29198204441609e-05
8,"ranFile008.csv",0.000127497343653656
9,"ranFile009.csv",0.000186198316773848
10,"ranFile010.csv",1.213272746477e-11
11,"ranFile011.csv",4.51118689017868e-08
12,"ranFile012.csv",3.82520074488208e-07
13,"ranFile013.csv",7.40548903314346e-05
14,"ranFile014.csv",2.2114201948255e-10
15,"ranFile015.csv",0.00147221727183417
16,"ranFile016.csv",0.0393045305627821
17,"ranFile017.csv",7.97810299384733e-13
18,"ranFile018.csv",5.96303369071939e-10
19,"ranFile019.csv",8.25478525112626e-05
20,"ranFile020.csv",0.00720843404772986
21,"ranFile021.csv",1.20313875469136e-10
22,"ranFile022.csv",3.63142585418991e-17
23,"ranFile023.csv",3.54646644416476e-16
24,"ranFile024.csv",2.16219980607398e-09
25,"ranFile025.csv",4.78593439293404e-08
26,"ranFile026.csv",2.64507610635347e-05
27,"ranFile027.csv",1.01150565417072e-10
28,"ranFile028.csv",7.54836749079888e-12
29,"ranFile029.csv",1.56405716112128e-05
30,"ranFile030.csv",5.19540638422247e-13
31,"ranFile031.csv",0.00361957955422675
32,"ranFile032.csv",3.02252182781827e-16
33,"ranFile033.csv",5.93254887003192e-09
34,"ranFile034.csv",2.32186710350823e-12
35,"ranFile035.csv",0.000364095348004261
36,"ranFile036.csv",6.20059678777822e-10
37,"ranFile037.csv",3.45271437486888e-09
38,"ranFile038.csv",1.37259281425808e-11
39,"ranFile039.csv",0.00097773962167291
40,"ranFile040.csv",1.09864227741217e-07
41,"ranFile041.csv",2.74844378236334e-07
42,"ranFile042.csv",1.45794932266428e-08
43,"ranFile043.csv",1.06281601366296e-14
44,"ranFile044.csv",8.79409450047823e-17
45,"ranFile045.csv",1.50839416576487e-11
46,"ranFile046.csv",2.91047561728151e-11
47,"ranFile047.csv",0.00361464793941893
48,"ranFile048.csv",5.19137922197527e-06
49,"ranFile049.csv",1.02127547447505e-10
50,"ranFile050.csv",5.49349912977485e-16
51,"ranFile051.csv",0.029237863229206
52,"ranFile052.csv",2.82370022677117e-12
53,"ranFile053.csv",4.51722138988811e-15
54,"ranFile054.csv",4.29008664187473e-06
55,"ranFile055.csv",1.25785023527811e-13
56,"ranFile056.csv",6.60597478737131e-08
57,"ranFile057.csv",3.06999941109055e-11
58,"ranFile058.csv",0.0771364370697084
59,"ranFile059.csv",2.37411910161853e-06
60,"ranFile060.csv",1.41561919087859e-09
61,"ranFile061.csv",1.60061770878351e-12
62,"ranFile062.csv",4.42575417151086e-06
63,"ranFile063.csv",0.00232472396429329
64,"ranFile064.csv",1.03140540094322e-12
65,"ranFile065.csv",2.11461123572721e-06
66,"ranFile066.csv",4.79727256867598e-11
67,"ranFile067.csv",3.86992592786166e-16
68,"ranFile068.csv",5.80543262220566e-06
69,"ranFile069.csv",4.79852818173937e-06
70,"ranFile070.csv",4.77090808390832e-06
71,"ranFile071.csv",5.35074775633032e-08
72,"ranFile072.csv",2.45637220464851e-08
73,"ranFile073.csv",1.31942777440351e-07
74,"ranFile074.csv",5.2648515587236e-10
75,"ranFile075.csv",1.3140357915627e-11
76,"ranFile076.csv",1.01639710441012e-06
77,"ranFile077.csv",2.04225713467293e-09
78,"ranFile078.csv",0.000855380602926028
79,"ranFile079.csv",9.26871740679263e-05
80,"ranFile080.csv",0.000716835011659691
81,"ranFile081.csv",3.91271273660559e-05
82,"ranFile082.csv",6.2902737755762e-07
83,"ranFile083.csv",0.0600877527825833
84,"ranFile084.csv",1.81528625590659e-08
85,"ranFile085.csv",1.10089991744832e-14
86,"ranFile086.csv",0.00260101866370319
87,"ranFile087.csv",2.06117251751334e-10
88,"ranFile088.csv",5.69793822750128e-05
89,"ranFile089.csv",4.96366439199921e-15
90,"ranFile090.csv",8.23359247951366e-05
91,"ranFile091.csv",1.93493014689853e-09
92,"ranFile092.csv",6.03308277249074e-08
93,"ranFile093.csv",4.0254863125927e-09
94,"ranFile094.csv",4.28059065374472e-05
95,"ranFile095.csv",3.70384106788645e-09
96,"ranFile096.csv",3.15814449220326e-07
97,"ranFile097.csv",2.11288045170961e-09
98,"ranFile098.csv",7.6259368487846e-22
99,"ranFile099.csv",5.09105897137247e-09
100,"ranFile100.csv",4.74870258046412e-13
