# Simulated random data file for batch processing
# timestamp: 2022-04-20 15:20:11
# NBB
# ------------------------

"var_x","var_y"
0.176421104057226,0.813907234580256
0.0763197560445406,0.690432629489806
0.151322827034164,0.906069707183633
0.302019103488419,0.608038922771811
0.214282213593833,0.699659226287622
0.38016933290055,0.967747994931415
0.64727971830871,0.85778218501946
0.419122416875325,0.883364338660613
0.418235524382908,0.733280909596942
0.549731303995941,NA
0.740591763169505,0.787948414101265
0.396375407406595,0.524552627990488
0.436848503246438,0.762238703260664
0.300191793066915,0.933095797838178
0.223705720331054,0.76484634494409
0.540456014103256,0.646835449559148
0.0192142609739676,0.454280100762844
0.191466269083321,0.983402296609711
0.149516277713701,0.972323934489395
0.609312025888357,0.564988558122423
0.539349041471723,0.722099863749463
0.32662154326681,0.860639559221454
0.00699241028632969,0.775338405510411
0.150015921564773,0.774531473405659
0.622935936553404,0.831284436804708
0.529125110653695,0.971804155909922
0.309954195690807,0.437069269013591
0.500550341326743,0.615555281285197
0.105681115470361,0.441155090404209
0.487359967839438,0.744349580490962
0.180179509625304,0.935444352973718
0.46903621108504,0.489237803907599
0.443704082281329,0.397517145785969
0.249467833957169,0.927506145846564
0.585929494583979,0.804382564732805
0.303658604272641,0.634918989322614
0.20423603465315,0.380023782607168
NA,0.498797835432924
0.325854837312363,0.923671495518647
0.282327156979591,0.72273416252574
0.2181597869494,0.920256734709255
0.627165083948057,0.386302630824503
0.127288269228302,0.872154778451659
0.548253000655677,0.811394327087328
0.1022068951861,0.750370307650883
0.406518912815955,0.909515283012297
0.196717452839948,0.770578870316967
0.0341912495205179,0.440579282469116
0.0897388924495317,0.878533089824487
0.402194398397114,0.658627427881584
0.335792014317121,0.935598483600188
0.495063087553717,0.691217037325259
0.552439597668126,0.444966791605111
0.255939102557022,0.782386473205406
0.578811138519086,0.927285969140939
0.141578906856012,0.398028760391753
0.256606225739233,0.750369423709344
0.126683216309175,0.534920337609947
0.0390039382036775,0.983679737255443
0.247162585845217,0.584507226594724
