# Simulated random data file for batch processing
# timestamp: 2022-04-20 15:20:11
# NBB
# ------------------------

"var_x","var_y"
0.0602188307675533,0.254611206764821
NA,0.611666952376254
0.503510835289489,0.794571739330422
0.337439101771452,0.406738258723635
0.43267355725402,0.709237492119428
0.526766818016768,0.564308443339542
0.305767488840502,0.939633516245522
0.439242757391185,NA
NA,0.55144733475754
0.709732789895497,NA
0.357023978547659,0.848330615146551
0.259036008326802,NA
0.467563912330661,0.782006146095227
0.209199618722778,0.733962859841995
0.56592691980768,NA
0.64473315468058,NA
NA,0.549544295587111
NA,NA
NA,0.331133692583535
0.0776211692718789,NA
NA,0.361925343284383
0.0248377311509103,0.927520327502862
0.0672606188454665,0.726058715896215
0.671092113247141,0.892708723375108
NA,0.291388951125555
