# Simulated random data file for batch processing
# timestamp: 2022-04-20 15:20:11
# NBB
# ------------------------

"var_x","var_y"
0.193731801467948,0.297380693315063
0.590694497746881,NA
0.684074024611618,NA
0.0356709788320586,0.957983833679464
0.722798715520184,0.257844060542993
NA,0.912148053816054
0.364944018248934,0.717438455147203
NA,0.628741510270629
0.280365762824658,0.367206451832317
0.677113075798843,0.469141539535485
0.342074266285636,0.563836279558018
0.536508259247057,NA
NA,NA
0.413111462839879,0.808372091501951
0.632057625276502,0.589714430680033
0.359877276874613,0.460916709911544
0.0941487751551904,0.640569701907225
NA,0.554300601826981
0.330888948461507,0.704205787449609
NA,0.263394611829426
0.0582266226410866,0.345912989752833
0.620863272633869,0.299198573222384
0.576661345548928,0.534443598357029
0.338449782051612,NA
0.0411431671818718,0.440802292781882
0.671002675022464,0.453702220576815
0.314061264682095,0.71856153360568
0.0377124313381501,0.307540128007531
0.124360296002124,0.582684914232232
0.65970443864353,0.379646335029975
0.560539587400854,0.886551355302799
0.494130509847309,0.57936961640371
