# Simulated random data file for batch processing
# timestamp: 2022-04-24 13:43:19
# NBB
# ------------------------

"var_x","var_y"
0.655864864122123,NA
0.167522949166596,NA
NA,0.802378238120582
0.571258111449424,0.345695776748471
0.37415805371711,0.895959133573342
0.223210622789338,0.73405647976324
0.553230445075314,0.398113656672649
0.47800238407217,0.767129697080236
0.199842046655249,0.810891292931046
0.503319973766338,0.399377699533943
0.690862442599609,0.823210596339777
0.46332675969461,0.991420976642985
NA,0.876955857325811
0.414981133828405,0.606841981760226
0.329772284429055,0.976996160985436
0.550544037425425,0.270494178636
0.419610505574383,0.751449670642614
NA,0.853679761698004
0.0450468150665984,0.776698623551056
0.113738066575024,NA
