# Simulated random data file for batch processing
# timestamp: 2022-04-24 13:43:19
# NBB
# ------------------------

"var_x","var_y"
0.192815686343238,0.871573010284919
0.704550288850442,0.626137401908636
NA,0.887941980618052
0.509796270460356,0.262934601632878
0.689830384799279,0.339204932388384
0.446678135020193,0.893565073958598
0.381342764070723,0.513155235443264
0.578202891221736,0.916029277490452
0.041916411195416,0.304143090732396
0.300512595393229,0.40150678117061
0.508696402714122,0.590470115479548
0.661847690935247,0.7202522958396
0.374099750071764,0.448337479669135
0.597621864813846,0.268406723102089
0.186751880915835,0.674697465670761
0.0540798061410896,0.268032881314866
0.0376353331957944,0.796449001529254
0.719231668801513,0.399080681032501
0.595140176068526,NA
0.459313742991071,0.545496986596845
NA,0.785778187448159
0.717619417933747,0.984044088108931
0.208938408235554,NA
0.0941699808463454,0.754414715105668
0.0187635225593112,0.586820458818693
0.396673261479009,0.673964056302793
0.52558713464532,0.866622405592352
NA,0.854390955530107
0.180428922933061,0.647070700593758
0.515852004115004,0.321979109954555
0.0496970102540217,0.909643625665922
0.0343472243403085,0.710426338133402
0.135639332933351,0.633767091610935
0.10137727833353,0.402814875997137
0.345352587348316,0.978745627275202
0.102285182685591,0.999945161049254
0.339860630803742,0.995670615346171
0.323567958315834,0.37318649131339
0.362742601486389,0.310372865875252
0.735476543486584,0.838240673241671
0.734759882034268,0.45586690941127
0.334809230582323,0.736648186226375
0.411720333388075,0.253451620927081
0.00416312069864944,0.293798516213428
0.370027944794856,0.841338540136348
0.0482009275001474,NA
0.724869498750195,0.527315150829963
0.712680800934322,0.798976730671711
0.390864440356381,0.695157479669433
0.238853394112084,0.742360804055352
