# Simulated random data file for batch processing
# timestamp: 2022-04-24 13:43:20
# NBB
# ------------------------

"var_x","var_y"
0.378115924831945,0.626334077678621
0.270470491144806,0.996274926466867
0.0478717790683731,0.292900619679131
0.661600047082175,0.86436991544906
0.403814450022765,0.509032220405061
0.038715879956726,0.596560761507135
0.0567148919217288,0.857983346679248
0.0941667566075921,0.706935504742432
0.00278440746478736,0.710310025606304
0.444399840664119,0.769219178066123
0.0403137727989815,0.295899735880084
0.501215459487867,0.456373101449572
0.0691187909105793,0.412927929777652
0.554360484005883,0.989182755118236
0.0504249149817042,0.298630427045282
0.724366313021164,0.584653583704494
0.509990010468755,0.830841508752201
0.199414135306142,0.868539349641651
0.741260530776344,0.452605147496797
0.354604438471142,0.294058320112526
0.155614573974162,0.82220061525004
0.0290788863203488,NA
0.562412308878265,0.758207910286728
0.746875184064265,0.958551650168374
0.155260318424553,0.360077758261468
0.0710053970105946,0.716549668519292
NA,0.850390301609877
0.383370655705221,0.627176790381782
0.244162112299819,0.427157743251882
0.692128184367903,0.814373922534287
0.295200434688013,0.307646623929031
0.216754017979838,0.517375575378537
0.314027610991616,0.456342353485525
0.485613736789674,0.862785100820474
0.738155214465223,0.512062307039741
0.00971091241808608,0.425561807933263
0.268009327934124,0.468689326255117
0.599861514754593,0.689006383006927
0.337989415449556,0.758430168847553
0.659502131631598,0.725733993109316
0.465207075874787,0.500599326274823
0.115830803406425,0.628586788021494
0.518734198703896,0.517340523307212
0.0918082793941721,0.493594624102116
0.454053506779019,0.861892190820072
0.328718255041167,0.4368520109565
0.54570246260846,0.952321954653598
0.485656670120079,0.964974448143039
0.725180287146941,0.994500135304406
0.0947990824934095,0.544973282143474
0.692407877650112,0.862980941543356
0.620254779816605,0.274704984854907
0.0500566632254049,0.517204355972353
0.0175481727928855,0.352289248432498
0.545533157768659,0.670925931597594
0.341287889226805,0.583098494273145
0.738064302422572,0.788509599806275
0.37788448005449,0.927606386423577
0.223095486522652,0.788745451718569
0.740821930579841,0.713515785580967
0.394474655098747,0.9424426711048
0.204094266635366,0.51842844352359
0.477056655334309,0.916137312189676
0.216051265946589,0.735351646726485
0.241817662550602,0.651783175941091
0.734094267070759,0.981659185374156
0.0883661604020745,0.63101100694621
NA,0.499430481926538
0.302466902299784,0.602748411998618
0.365774897974916,0.440884159004781
0.687593160197139,0.961183118983172
0.00310276437085122,0.958670492633246
0.00497401447501034,0.966046949324664
0.732745594577864,0.396494285727385
0.44922116829548,0.714276212442201
0.708818195038475,0.283275974157732
0.104912835115101,0.779577572422568
0.592914889042731,0.759872385999188
0.00876934843836352,0.500725310470443
0.306192587711848,0.414319808711298
0.463473953772336,0.550146148190834
0.544922084372956,NA
0.116660031897482,0.678722568554804
0.637288986705244,0.76754255767446
0.463814113580156,0.311868474353105
0.322455632442143,0.613059518975206
0.592273861868307,0.596999293600675
0.163465194054879,0.487015899503604
